pm2_5,city,co,pm10,level,o3,spider,so2,crawl_time,date,aqi,no2
130,,2.5,158,中度污染,86,aqi_redisspider,26,2018-11-28 17:39:14.872000,2014-04-18,172,39
109,,4.8,181,轻度污染,62,aqi_redisspider,33,2018-11-28 17:39:14.883000,2014-04-20,143,59
48,,0.9,63,良,77,aqi_redisspider,22,2018-11-28 17:39:14.887000,2016-02-17,67,33
47,,0.9,62,良,82,aqi_redisspider,26,2018-11-28 17:39:14.888000,2016-02-18,65,37
84,,1.1,124,轻度污染,59,aqi_redisspider,33,2018-11-28 17:39:14.889000,2016-02-19,112,45
93,,3.2,0,轻度污染,42,aqi_redisspider,34,2018-11-28 17:39:14.876000,2014-04-19,123,55
65,,0.7,155,轻度污染,78,aqi_redisspider,24,2018-11-28 17:39:14.910000,2016-02-20,103,25
68,,2.3,161,轻度污染,139,aqi_redisspider,71,2018-11-28 17:39:14.913000,2014-05-26,106,62
72,,1.6,193,轻度污染,189,aqi_redisspider,70,2018-11-28 17:39:14.917000,2014-05-29,127,73
94,,2,190,轻度污染,204,aqi_redisspider,56,2018-11-28 17:39:14.918000,2014-05-30,140,62
94,,2.2,179,轻度污染,142,aqi_redisspider,66,2018-11-28 17:39:14.918000,2014-05-31,124,66
76,,1.2,178,轻度污染,122,aqi_redisspider,40,2018-11-28 17:39:14.915000,2014-05-27,114,51
84,,2.5,200,轻度污染,188,aqi_redisspider,80,2018-11-28 17:39:14.916000,2014-05-28,126,66
110,,2.2,156,轻度污染,192,aqi_redisspider,36,2018-11-28 17:39:14.922000,2014-06-27,144,50
93,,1.8,161,轻度污染,176,aqi_redisspider,42,2018-11-28 17:39:14.924000,2014-06-28,123,44
54,,1.2,103,良,121,aqi_redisspider,35,2018-11-28 17:39:14.928000,2014-06-29,77,40
104,,2.2,168,中度污染,225,aqi_redisspider,62,2018-11-28 17:39:14.929000,2014-06-30,160,47
109,,1.7,212,轻度污染,74,aqi_redisspider,86,2018-11-28 17:39:15.759000,2014-03-21,143,64
106,,1.5,166,轻度污染,86,aqi_redisspider,84,2018-11-28 17:39:15.760000,2014-03-22,139,65
75,,1.4,0,良,102,aqi_redisspider,55,2018-11-28 17:39:15.795000,2014-03-23,100,51
57,,2.3,76,良,113,aqi_redisspider,52,2018-11-28 17:39:15.798000,2014-07-23,78,48
77,,2.4,131,轻度污染,84,aqi_redisspider,64,2018-11-28 17:39:15.802000,2014-07-24,103,53
183,,1.6,233,重度污染,188,aqi_redisspider,47,2018-11-28 17:39:15.810000,2015-10-16,233,70
120,,1.3,156,中度污染,192,aqi_redisspider,33,2018-11-28 17:39:15.812000,2015-10-17,158,67
70,,0.9,96,良,147,aqi_redisspider,34,2018-11-28 17:39:15.814000,2015-10-18,94,51
61,,0.8,86,良,120,aqi_redisspider,33,2018-11-28 17:39:15.816000,2015-10-19,83,50
54,,0.8,87,良,125,aqi_redisspider,30,2018-11-28 17:39:15.818000,2015-10-20,74,50
32,,1.2,47,优,79,aqi_redisspider,41,2018-11-28 17:39:15.822000,2015-11-22,47,32
86,,1.4,118,轻度污染,59,aqi_redisspider,35,2018-11-28 17:39:15.852000,2015-12-30,114,36
17,,0.9,23,优,82,aqi_redisspider,29,2018-11-28 17:39:15.847000,2015-11-23,41,25
45,,1.3,64,良,44,aqi_redisspider,18,2018-11-28 17:39:15.850000,2015-12-27,63,23
28,,1,41,优,45,aqi_redisspider,31,2018-11-28 17:39:15.851000,2015-12-28,41,27
51,,1.3,74,良,58,aqi_redisspider,30,2018-11-28 17:39:15.852000,2015-12-29,70,32
89,,1.4,115,轻度污染,63,aqi_redisspider,44,2018-11-28 17:39:15.875000,2015-12-31,118,37
108,,5.5,167,轻度污染,30,aqi_redisspider,41,2018-11-28 17:39:15.882000,2014-04-21,142,70
78,,3,130,轻度污染,106,aqi_redisspider,33,2018-11-28 17:39:15.884000,2014-04-22,104,41
64,,0.9,89,良,89,aqi_redisspider,23,2018-11-28 17:39:15.886000,2014-04-23,87,32
63,,1,80,良,53,aqi_redisspider,20,2018-11-28 17:39:15.877000,2016-01-31,85,33
66,,0.9,116,良,70,aqi_redisspider,20,2018-11-28 17:39:15.998000,2016-02-21,89,27
62,,0.7,79,良,71,aqi_redisspider,11,2018-11-28 17:39:15.999000,2016-02-22,84,22
82,,1,110,轻度污染,70,aqi_redisspider,16,2018-11-28 17:39:16,2016-02-23,109,31
85,,1.1,109,轻度污染,97,aqi_redisspider,15,2018-11-28 17:39:16.004000,2016-02-24,113,37
83,,1.7,129,轻度污染,124,aqi_redisspider,62,2018-11-28 17:39:17.440000,2014-03-24,110,58
63,,2,104,轻度污染,183,aqi_redisspider,53,2018-11-28 17:39:17.458000,2014-07-25,121,49
53,,1.7,136,轻度污染,198,aqi_redisspider,35,2018-11-28 17:39:17.459000,2014-07-26,135,42
60,,1.4,129,良,156,aqi_redisspider,22,2018-11-28 17:39:17.462000,2014-07-27,97,31
70,,1.5,140,轻度污染,166,aqi_redisspider,22,2018-11-28 17:39:17.463000,2014-07-28,106,35
53,,1.4,100,良,118,aqi_redisspider,15,2018-11-28 17:39:17.467000,2014-07-29,75,26
49,,0.8,81,良,125,aqi_redisspider,28,2018-11-28 17:39:17.470000,2015-10-21,71,47
77,,1,98,轻度污染,130,aqi_redisspider,24,2018-11-28 17:39:17.472000,2015-10-22,103,45
125,,1.3,169,中度污染,123,aqi_redisspider,27,2018-11-28 17:39:17.476000,2015-10-23,165,46
110,,1.2,152,轻度污染,136,aqi_redisspider,32,2018-11-28 17:39:17.478000,2015-10-24,144,42
20,,0.6,22,优,72,aqi_redisspider,14,2018-11-28 17:39:17.481000,2015-11-24,36,22
56,,0.8,61,良,58,aqi_redisspider,19,2018-11-28 17:39:17.491000,2015-11-25,77,20
76,,1,109,轻度污染,117,aqi_redisspider,24,2018-11-28 17:39:17.531000,2014-04-24,102,39
97,,1.5,0,轻度污染,78,aqi_redisspider,27,2018-11-28 17:39:17.541000,2014-04-25,128,58
67,,0.9,104,良,101,aqi_redisspider,22,2018-11-28 17:39:17.543000,2016-02-25,90,32
76,,1,132,轻度污染,87,aqi_redisspider,26,2018-11-28 17:39:17.545000,2016-02-26,102,38
62,,0.9,112,良,82,aqi_redisspider,23,2018-11-28 17:39:17.547000,2016-02-27,84,37
97,,1.1,134,轻度污染,95,aqi_redisspider,25,2018-11-28 17:39:17.562000,2016-02-28,128,35
137,,2.3,204,中度污染,102,aqi_redisspider,63,2018-11-28 17:39:17.919000,2014-03-25,182,62
128,,2.2,172,中度污染,133,aqi_redisspider,50,2018-11-28 17:39:17.920000,2014-03-26,169,48
84,,1.7,0,轻度污染,164,aqi_redisspider,27,2018-11-28 17:39:17.921000,2014-03-27,112,31
39,,1.2,70,良,119,aqi_redisspider,16,2018-11-28 17:39:17.953000,2014-07-30,66,21
82,,1.9,131,轻度污染,130,aqi_redisspider,19,2018-11-28 17:39:17.954000,2014-07-31,109,37
67,,1,102,良,121,aqi_redisspider,28,2018-11-28 17:39:17.962000,2015-10-25,90,32
63,,0.8,61,良,62,aqi_redisspider,22,2018-11-28 17:39:17.984000,2015-11-26,85,20
56,,1.3,132,良,58,aqi_redisspider,46,2018-11-28 17:39:17.999000,2014-04-26,91,52
82,,2.5,198,轻度污染,87,aqi_redisspider,93,2018-11-28 17:39:18,2014-04-27,124,64
94,,2.3,175,轻度污染,100,aqi_redisspider,52,2018-11-28 17:39:18.012000,2014-04-28,124,58
59,,0.8,89,良,95,aqi_redisspider,26,2018-11-28 17:39:18.013000,2016-02-29,80,28
86,,1.7,149,轻度污染,171,aqi_redisspider,36,2018-11-28 17:39:18.242000,2014-03-28,114,40
141,,2.6,263,中度污染,187,aqi_redisspider,59,2018-11-28 17:39:18.244000,2014-03-29,188,56
178,,2.2,254,重度污染,165,aqi_redisspider,49,2018-11-28 17:39:18.246000,2014-03-30,228,52
87,,1.8,159,轻度污染,167,aqi_redisspider,40,2018-11-28 17:39:18.292000,2014-03-31,115,42
52,,0.9,74,良,95,aqi_redisspider,26,2018-11-28 17:39:18.293000,2015-10-26,72,36
42,,0.8,83,良,97,aqi_redisspider,26,2018-11-28 17:39:18.294000,2015-10-27,67,42
50,,1,112,良,120,aqi_redisspider,31,2018-11-28 17:39:18.296000,2015-10-28,81,50
89,,1,144,轻度污染,104,aqi_redisspider,35,2018-11-28 17:39:18.310000,2015-10-29,118,54
39,,0.7,54,良,75,aqi_redisspider,18,2018-11-28 17:39:18.312000,2015-11-27,55,25
60,,1.1,86,良,66,aqi_redisspider,31,2018-11-28 17:39:18.315000,2015-11-28,82,44
81,,1.2,115,轻度污染,67,aqi_redisspider,26,2018-11-28 17:39:18.323000,2015-11-29,108,53
83,,2.1,195,轻度污染,124,aqi_redisspider,57,2018-11-28 17:39:18.339000,2014-04-29,123,54
87,,1.5,201,轻度污染,137,aqi_redisspider,46,2018-11-28 17:39:18.340000,2014-04-30,126,50
54,,0.7,82,良,78,aqi_redisspider,25,2018-11-28 17:39:18.481000,2015-10-30,74,32
81,,0.9,116,轻度污染,96,aqi_redisspider,36,2018-11-28 17:39:18.485000,2015-10-31,108,44
168,,2.3,202,重度污染,36,aqi_redisspider,32,2018-11-28 17:39:18.537000,2015-11-30,218,49
